Appliances,lights,T_in,RH_in,T_out,RH_out,Windspeed
50,0,22.6,39.5,3.00E+00,76,10
40,0,22.56666667,39.5,3.03E+00,75.33333333,10
50,0,22.5,39.5,3.07E+00,74.66666667,10
50,0,22.39,39.4,3.10E+00,74,10
50,0,22.39,39.4,3.13E+00,73.33333333,10
60,0,22.35666667,39.86333333,3.17E+00,72.66666667,10
50,0,22.29,39.79,3.20E+00,72,10
40,0,22.2,39.7,3.20E+00,72.66666667,9.833333333
50,0,22.2,39.7,3.20E+00,73.33333333,9.666666667
50,0,22.16666667,39.7,3.20E+00,74,9.5
50,0,22.1,39.7,3.20E+00,74.66666667,9.333333333
30,0,22.06666667,39.66333333,3.20E+00,75.33333333,9.166666667
70,10,22,39.6175,3.20E+00,76,9
50,10,21.92666667,39.9,3.20E+00,76.33333333,8.833333333
50,10,21.89,40.22333333,3.20E+00,76.66666667,8.666666667
50,10,21.89,40.29666667,3.20E+00,77,8.5
50,0,21.85666667,40.36333333,3.20E+00,77.33333333,8.333333333
40,10,21.79,40.09666667,3.20E+00,77.66666667,8.166666667
50,10,21.63333333,36.66666667,3.20E+00,78,8
50,10,21.36,34.4,3.20E+00,78.33333333,8.333333333
150,10,21.06666667,33.43333333,3.20E+00,78.66666667,8.666666667
390,20,21,33.56,3.20E+00,79,9
390,10,20.89,33.86,3.20E+00,79.33333333,9.333333333
380,10,20.89,34.19333333,3.20E+00,79.66666667,9.666666667
400,10,20.79,34.66666667,3.20E+00,80,10
370,10,20.79,35.19333333,3.20E+00,80.33333333,9.833333333
310,10,20.76,35.92666667,3.20E+00,80.66666667,9.666666667
40,10,20.76,36.4,3.20E+00,81,9.5
50,0,20.79,36.69333333,3.20E+00,81.33333333,9.333333333
70,10,20.79,37.02666667,3.20E+00,81.66666667,9.166666667
60,10,20.89,37.36,3.20E+00,82,9
90,10,20.89,37.63333333,3.32E+00,82,8.833333333
60,10,20.89,37.8,3.43E+00,82,8.666666667
60,20,20.89,38.06666667,3.55E+00,82,8.5
100,0,20.89,38.2,3.67E+00,82,8.333333333
380,10,20.92666667,38.29,3.78E+00,82,8.166666667
390,10,21,38.36333333,3.90E+00,82,8
130,10,21,38.43333333,3.87E+00,83,8.166666667
60,0,21,38.56,3.83E+00,84,8.333333333
60,10,20.96333333,38.59,3.80E+00,85,8.5
50,10,20.89,38.59,3.77E+00,86,8.666666667
60,10,20.89,38.52666667,3.73E+00,87,8.833333333
60,10,20.89,38.4,3.70E+00,88,9
240,0,20.89,38.5,3.73E+00,87.83333333,8.833333333
80,10,20.89,38.89333333,3.77E+00,87.66666667,8.666666667
80,0,21,39.79,3.80E+00,87.5,8.5
400,0,21,39.99,3.83E+00,87.33333333,8.333333333
400,0,21.1,39.52666667,3.87E+00,87.16666667,8.166666667
460,10,21.1,39.32666667,3.90E+00,87,8
170,0,21.2,39.16333333,3.95E+00,86.83333333,8
210,0,21.2,39.03,4.00E+00,86.66666667,8
190,0,21.29,38.995,4.05E+00,86.5,8
70,0,21.32333333,38.76,4.10E+00,86.33333333,8
80,0,21.39,38.7,4.15E+00,86.16666667,8
60,10,21.42666667,38.79,4.20E+00,86,8
70,0,21.5,38.79,4.25E+00,85.66666667,8
60,0,21.5,38.82666667,4.30E+00,85.33333333,8
70,0,21.5,39.02666667,4.35E+00,85,8
60,0,21.6,39.06,4.40E+00,84.66666667,8
60,0,21.66666667,38.93333333,4.45E+00,84.33333333,8
60,0,21.73,38.69333333,4.50E+00,84,8
60,0,21.79,38.36,4.03E+00,86,7.833333333
60,0,21.82333333,38.29,3.57E+00,88,7.666666667
50,10,21.96333333,38.29,3.10E+00,90,7.5
50,0,22.03333333,38.12666667,2.63E+00,92,7.333333333
60,0,22.16666667,38.2,2.17E+00,94,7.166666667
50,0,22.2,38.09,1.70E+00,96,7
50,0,22.26,38.09,1.78E+00,95.66666667,7
70,0,22.32333333,38.06,1.87E+00,95.33333333,7
50,0,22.32333333,38,1.95E+00,95,7
60,0,22.32333333,37.96666667,2.03E+00,94.66666667,7
60,0,22.39,37.8725,2.12E+00,94.33333333,7
90,0,22.39,37.86333333,2.20E+00,94,7
100,10,22.39,37.79,2.32E+00,93.83333333,6.666666667
90,0,22.39,37.79,2.43E+00,93.66666667,6.333333333
100,10,22.39,37.79,2.55E+00,93.5,6
110,0,22.39,37.79,2.67E+00,93.33333333,5.666666667
100,10,22.39,37.79,2.78E+00,93.16666667,5.333333333
80,0,22.39,37.79,2.90E+00,93,5
110,10,22.39,37.86,2.83E+00,93,5.333333333
260,10,22.39,38.66666667,2.77E+00,93,5.666666667
350,10,22.46333333,39.95666667,2.70E+00,93,6
500,10,22.39,42.03,2.63E+00,93,6.333333333
370,10,22.42666667,43.39,2.57E+00,93,6.666666667
330,20,22.5,45.66333333,2.50E+00,93,7
100,10,22.5,47.19333333,2.50E+00,93.66666667,6.666666667
110,20,22.56666667,46.86,2.50E+00,94.33333333,6.333333333
140,20,22.6,44.89333333,2.50E+00,95,6
310,30,22.6,43.89333333,2.50E+00,95.66666667,5.666666667
330,20,22.6,42.49666667,2.50E+00,96.33333333,5.333333333
190,20,22.6,41.75666667,2.50E+00,97,5
160,20,22.6,41.05,2.45E+00,97,4.833333333
160,30,22.7,40.86333333,2.40E+00,97,4.666666667
480,10,22.76,40.73,2.35E+00,97,4.5
280,20,22.89,40.59,2.30E+00,97,4.333333333
130,20,22.96333333,40.46333333,2.25E+00,97,4.166666667
150,20,23.03333333,40.22333333,2.20E+00,97,4
140,20,23.1,39.96333333,2.20E+00,96.83333333,4
130,20,23.2,39.72333333,2.20E+00,96.66666667,4
130,20,23.2,39.53,2.20E+00,96.5,4
340,20,23.2,39.33333333,2.20E+00,96.33333333,4
490,10,23.2,39.12666667,2.20E+00,96.16666667,4
230,10,23.2,39.06,2.20E+00,96,4
360,10,23.2,38.93333333,2.28E+00,95.83333333,3.833333333
410,10,23.26,39,2.37E+00,95.66666667,3.666666667
150,0,23.26,39.19333333,2.45E+00,95.5,3.5
80,10,23.2,39.23,2.53E+00,95.33333333,3.333333333
80,10,23.2,39.36333333,2.62E+00,95.16666667,3.166666667
70,10,23.2,39.5,2.70E+00,95,3
70,10,23.2,39.56,2.65E+00,95.33333333,3
70,0,23.1,39.62666667,2.60E+00,95.66666667,3
60,10,23.1,39.7,2.55E+00,96,3
60,10,23.1,39.76,2.50E+00,96.33333333,3
50,10,23,39.8,2.45E+00,96.66666667,3
50,0,23,40,2.40E+00,97,3
50,0,22.89,40.12666667,2.38E+00,96.83333333,3.166666667
30,0,22.89,40.2,2.35E+00,96.66666667,3.333333333
20,0,22.79,40.09,2.33E+00,96.5,3.5
40,0,22.79,40.16333333,2.30E+00,96.33333333,3.666666667
50,0,22.76,40.23,2.27E+00,96.16666667,3.833333333
50,0,22.7,40.29,2.25E+00,96,4
50,0,22.66666667,40.29,2.23E+00,95.83333333,4.166666667
60,0,22.6,40.29,2.20E+00,95.66666667,4.333333333
50,0,22.6,40.29,2.17E+00,95.5,4.5
60,0,22.6,40.29,2.15E+00,95.33333333,4.666666667
50,0,22.5,40.29,2.13E+00,95.16666667,4.833333333
40,0,22.5,40.29,2.10E+00,95,5
50,0,22.39,40.2,2.00E+00,95,4.5
50,0,22.39,40.2,1.90E+00,95,4
50,0,22.35666667,40.2,1.80E+00,95,3.5
50,0,22.29,40.2,1.70E+00,95,3
40,0,22.29,40.2,1.60E+00,95,2.5
30,0,22.2,40.09,1.50E+00,95,2
30,0,22.2,40.09,1.35E+00,95.33333333,2
40,0,22.16666667,40.09,1.20E+00,95.66666667,2
50,0,22.1,40.09,1.05E+00,96,2
50,0,22.06666667,40.06,9.00E-01,96.33333333,2
50,0,22,40,7.50E-01,96.66666667,2
50,0,21.96333333,40,6.00E-01,97,2
60,0,21.89,40,6.00E-01,96.83333333,2.166666667
50,0,21.89,40,6.00E-01,96.66666667,2.333333333
50,0,21.89,40,6.00E-01,96.5,2.5
40,0,21.79,39.9,6.00E-01,96.33333333,2.666666667
50,0,21.79,39.9,6.00E-01,96.16666667,2.833333333
50,0,21.76,39.9,6.00E-01,96,3
50,0,21.7,39.9,5.83E-01,96,3
50,0,21.7,39.9,5.67E-01,96,3
30,0,21.63333333,39.82666667,5.50E-01,96,3
30,0,21.6,39.9,5.33E-01,96,3
30,0,21.6,39.9,5.17E-01,96,3
50,0,21.5,39.9,5.00E-01,96,3
50,0,21.5,39.925,5.83E-01,96,3
40,0,21.42666667,39.93333333,6.67E-01,96,3
60,0,21.39,39.9,7.50E-01,96,3
60,0,21.39,39.9,8.33E-01,96,3
50,0,21.35666667,39.93333333,9.17E-01,96,3
50,0,21.29,40,1.00E+00,96,3
50,0,21.29,40.03,1.03E+00,96,3
220,0,21.23,40.03,1.07E+00,96,3
390,10,21.2,39.86333333,1.10E+00,96,3
380,10,21.2,39.79,1.13E+00,96,3
390,10,21.2,39.96333333,1.17E+00,96,3
390,10,21.2,40.22333333,1.20E+00,96,3
240,10,21.29,40.53,1.22E+00,96.16666667,3
40,10,21.35666667,40.66333333,1.23E+00,96.33333333,3
70,10,21.5,40.7,1.25E+00,96.5,3
50,0,21.5,41.03333333,1.27E+00,96.66666667,3
50,0,21.5,41.8,1.28E+00,96.83333333,3
70,0,21.56666667,42.52666667,1.30E+00,97,3
60,0,21.63333333,42.1,1.42E+00,96.66666667,3
70,0,21.7,41.63333333,1.53E+00,96.33333333,3
60,0,21.745,40.995,1.65E+00,96,3
50,0,21.79,40.79,1.77E+00,95.66666667,3
60,0,21.85666667,40.86333333,1.88E+00,95.33333333,3
60,0,21.89,40.79,2.00E+00,95,3
80,0,21.89,40.79,2.25E+00,94.66666667,3
100,0,21.89,40.82666667,2.50E+00,94.33333333,3
60,0,21.96333333,41.1,2.75E+00,94,3
70,0,22,41.33333333,3.00E+00,93.66666667,3
60,0,22,41.12666667,3.25E+00,93.33333333,3
60,0,22.03333333,41.03,3.50E+00,93,3
50,0,22.1,41.03,3.70E+00,92,3
50,0,22.1,41,3.90E+00,91,3
40,0,22.16666667,41.06,4.10E+00,90,3
50,0,22.2,41.09,4.30E+00,89,3
70,0,22.2,41.16333333,4.50E+00,88,3
60,0,22.16666667,41.23,4.70E+00,87,3
60,0,22.16666667,41.29,4.90E+00,83.5,3.333333333
80,0,22.1,41.29,5.10E+00,80,3.666666667
80,0,22.1,41.29,5.30E+00,76.5,4
80,0,22.1,41.29,5.50E+00,73,4.333333333
90,0,22.075,40.045,5.70E+00,69.5,4.666666667
90,0,22,39.22333333,5.90E+00,66,5
100,0,22,39.62666667,5.88E+00,68.33333333,4.833333333
80,0,22,39.56666667,5.87E+00,70.66666667,4.666666667
90,0,21.96333333,39.56,5.85E+00,73,4.5
80,0,21.89,39.43333333,5.83E+00,75.33333333,4.333333333
80,0,21.89,39.53,5.82E+00,77.66666667,4.166666667
80,0,21.89,39.59,5.80E+00,80,4
80,0,21.89,39.5,5.70E+00,77.83333333,4.5
90,0,21.89,39.5,5.60E+00,75.66666667,5
70,0,21.89,39.46666667,5.50E+00,73.5,5.5
50,0,21.89,39.4,5.40E+00,71.33333333,6
60,10,21.89,39.4,5.30E+00,69.16666667,6.5
70,10,21.89,39.4,5.20E+00,67,7
80,10,21.89,39.26,5.02E+00,67.66666667,6.5
70,10,21.82333333,39.12666667,4.83E+00,68.33333333,6
370,10,21.76,39.06,4.65E+00,69,5.5
410,20,21.7,38.93333333,4.47E+00,69.66666667,5
250,10,21.7,38.93,4.28E+00,70.33333333,4.5
80,10,21.7,38.79,4.10E+00,71,4
70,10,21.65,38.69,3.68E+00,73.83333333,3.833333333
70,0,21.6,38.56,3.27E+00,76.66666667,3.666666667
80,10,21.6,38.5,2.85E+00,79.5,3.5
70,20,21.5,38.4,2.43E+00,82.33333333,3.333333333
80,20,21.5,38.32666667,2.02E+00,85.16666667,3.166666667
80,20,21.5,38.26,1.60E+00,88,3
150,20,21.42666667,38.12666667,1.75E+00,86.33333333,3.666666667
380,30,21.39,38.23,1.90E+00,84.66666667,4.333333333
290,30,21.39,38.43,2.05E+00,83,5
270,20,21.39,38.56,2.20E+00,81.33333333,5.666666667
420,30,21.32333333,38.56,2.35E+00,79.66666667,6.333333333
280,20,21.29,38.5,2.50E+00,78,7
300,20,21.29,38.56,2.42E+00,79.5,6.333333333
350,30,21.42666667,39,2.33E+00,81,5.666666667
270,20,21.56666667,39.06,2.25E+00,82.5,5
560,20,21.73,40.9,2.17E+00,84,4.333333333
1080,30,21.93,42.76666667,2.08E+00,85.5,3.666666667
750,20,22.16333333,42.4,2.00E+00,87,3
390,10,22.49666667,43.19333333,1.80E+00,87.83333333,2.666666667
350,10,22.89333333,42.19333333,1.60E+00,88.66666667,2.333333333
340,10,23.175,41.67,1.40E+00,89.5,2
290,20,23.2,41.22666667,1.20E+00,90.33333333,1.666666667
230,40,23.29,40.79666667,1.00E+00,91.16666667,1.333333333
120,30,23.29,40.39,8.00E-01,92,1
110,40,23.29,39.93,7.33E-01,92.66666667,1.666666667
100,40,23.29,39.73,6.67E-01,93.33333333,2.333333333
110,40,23.29,39.66333333,6.00E-01,94,3
130,40,23.29,39.46333333,5.33E-01,94.66666667,3.666666667
140,30,23.29,39.12666667,4.67E-01,95.33333333,4.333333333
110,30,23.29,39.06666667,4.00E-01,96,5
100,20,23.29,38.7,4.17E-01,96.33333333,4.5
100,30,23.29,38.7,4.33E-01,96.66666667,4
110,20,23.29,38.56,4.50E-01,97,3.5
110,20,23.23,38.43333333,4.67E-01,97.33333333,3
190,20,23.26,38.36333333,4.83E-01,97.66666667,2.5
450,20,23.2,38.29,5.00E-01,98,2
210,20,23.16666667,38.16333333,5.83E-01,97.16666667,2.166666667
100,30,23.1,38.09,6.67E-01,96.33333333,2.333333333
90,20,23.06666667,38.12666667,7.50E-01,95.5,2.5
90,20,23,38.33333333,8.33E-01,94.66666667,2.666666667
80,20,22.89,38.545,9.17E-01,93.83333333,2.833333333
70,20,22.85666667,38.79,1.00E+00,93,3
70,10,22.79,38.86333333,9.17E-01,93.5,2.833333333
70,10,22.79,38.86,8.33E-01,94,2.666666667
60,0,22.73,39.19333333,7.50E-01,94.5,2.5
30,0,22.6,39.23,6.67E-01,95,2.333333333
30,0,22.6,39.29,5.83E-01,95.5,2.166666667
30,0,22.5,39.36333333,5.00E-01,96,2
40,0,22.42666667,39.29,5.50E-01,96,2.166666667
50,0,22.39,39.29,6.00E-01,96,2.333333333
60,0,22.32333333,39.36333333,6.50E-01,96,2.5
50,0,22.29,39.43333333,7.00E-01,96,2.666666667
50,0,22.23,39.5,7.50E-01,96,2.833333333
50,0,22.2,39.5,8.00E-01,96,3
50,0,22.13333333,39.56,8.33E-01,95.5,3
50,0,22.06666667,39.66333333,8.67E-01,95,3
50,0,22,39.66333333,9.00E-01,94.5,3
50,0,22,39.7,9.33E-01,94,3
60,0,21.92666667,39.7,9.67E-01,93.5,3
50,0,21.89,39.73,1.00E+00,93,3
60,0,21.865,39.7675,9.00E-01,93.83333333,3.166666667
50,0,21.79,39.7,8.00E-01,94.66666667,3.333333333
40,0,21.76,39.79,7.00E-01,95.5,3.5
30,0,21.7,39.79,6.00E-01,96.33333333,3.666666667
30,0,21.7,39.82666667,5.00E-01,97.16666667,3.833333333
30,0,21.63333333,39.82666667,4.00E-01,98,4
60,0,21.6,39.82666667,4.33E-01,97.83333333,3.666666667
50,0,21.6,39.9,4.67E-01,97.66666667,3.333333333
60,0,21.5,40,5.00E-01,97.5,3
50,0,21.5,40,5.33E-01,97.33333333,2.666666667
50,0,21.5,40.03,5.67E-01,97.16666667,2.333333333
50,0,21.42666667,40.03,6.00E-01,97,2
40,0,21.39,40,5.83E-01,96.83333333,2.166666667
60,0,21.39,40.06,5.67E-01,96.66666667,2.333333333
50,0,21.29,40.09,5.50E-01,96.5,2.5
60,0,21.29,40.09,5.33E-01,96.33333333,2.666666667
50,0,21.29,40.2,5.17E-01,96.16666667,2.833333333
50,0,21.23,40.2,5.00E-01,96,3
40,0,21.2,40.2,4.83E-01,96.16666667,3
50,0,21.2,40.2,4.67E-01,96.33333333,3
50,0,21.1,40.29,4.50E-01,96.5,3
30,0,21.1,40.29,4.33E-01,96.66666667,3
40,0,21.1,40.29,4.17E-01,96.83333333,3
30,0,21,40.29,4.00E-01,97,3
50,0,21,40.36333333,4.17E-01,96.83333333,3
50,0,21,40.4,4.33E-01,96.66666667,3
40,0,21,40.4,4.50E-01,96.5,3
50,0,20.96333333,40.43333333,4.67E-01,96.33333333,3
50,0,20.89,40.5,4.83E-01,96.16666667,3
170,0,20.89,40.5,5.00E-01,96,3
400,0,20.89,40.5,2.83E-01,96,2.833333333
390,10,20.79,40.53,6.67E-02,96,2.666666667
370,10,20.79,40.72333333,-1.50E-01,96,2.5
390,10,20.79,40.93333333,-3.67E-01,96,2.333333333
370,10,20.79,41.13333333,-5.83E-01,96,2.166666667
380,10,20.79,41.2,-8.00E-01,96,2
100,10,20.79,41.2,-8.00E-01,95.5,2
90,20,20.79,41.26,-8.00E-01,95,2
470,10,20.79,41.26,-8.00E-01,94.5,2
320,0,20.79,41.645,-8.00E-01,94,2
270,0,20.82333333,42.12666667,-8.00E-01,93.5,2
260,0,20.89,42.4,-8.00E-01,93,2
230,0,20.92666667,42.39,-6.33E-01,92.5,1.833333333
470,10,21,42.59,-4.67E-01,92,1.666666667
400,0,21.13333333,42.53333333,-3.00E-01,91.5,1.5
290,0,21.2,42.33333333,-1.33E-01,91,1.333333333
100,0,21.39,41.8,3.33E-02,90.5,1.166666667
90,0,21.46333333,40.6,2.00E-01,90,1
90,0,21.63333333,39.96666667,3.83E-01,89.5,1
90,0,21.7,39.76666667,5.67E-01,89,1
90,0,21.73,39.52666667,7.50E-01,88.5,1
100,0,21.85666667,39.4,9.33E-01,88,1
80,0,21.89,39.26,1.12E+00,87.5,1
180,0,21.96333333,39.26,1.30E+00,87,1
440,0,22.03333333,39.19333333,1.48E+00,85.16666667,1.166666667
300,0,22.1,38.8,1.67E+00,83.33333333,1.333333333
250,0,22.1,37.93333333,1.85E+00,81.5,1.5
280,0,22.03333333,37.4,2.03E+00,79.66666667,1.666666667
460,0,22.03333333,37.92666667,2.22E+00,77.83333333,1.833333333
120,0,22.1,38.25,2.40E+00,76,2
120,0,22.1,38.26666667,2.48E+00,75.16666667,2
110,0,22.1,38.26,2.57E+00,74.33333333,2
130,0,22.1,38.26,2.65E+00,73.5,2
110,0,22.03333333,38.23,2.73E+00,72.66666667,2
120,0,22.1,38.23,2.82E+00,71.83333333,2
120,0,22.1,38.06,2.90E+00,71,2
120,0,22.1,38.06,2.92E+00,69.66666667,2
130,0,22.06666667,38.16333333,2.93E+00,68.33333333,2
120,0,22,38.09,2.95E+00,67,2
120,0,22,38.23,2.97E+00,65.66666667,2
410,0,22,38.23,2.98E+00,64.33333333,2
420,0,22,37.02666667,3.00E+00,63,2
140,0,21.92666667,34.9,3.02E+00,62.33333333,2
60,0,21.85666667,33.13,3.03E+00,61.66666667,2
60,0,21.73,32.46333333,3.05E+00,61,2
70,10,21.63333333,32.02333333,3.07E+00,60.33333333,2
80,0,21.7,32.69666667,3.08E+00,59.66666667,2
100,0,21.7,33.42666667,3.10E+00,59,2
80,0,21.7,33.96,3.03E+00,59.16666667,1.833333333
80,0,21.7,34.245,2.97E+00,59.33333333,1.666666667
70,0,21.7,34.56666667,2.90E+00,59.5,1.5
80,0,21.7,34.83333333,2.83E+00,59.66666667,1.333333333
80,0,21.7,35.06666667,2.77E+00,59.83333333,1.166666667
90,0,21.76,35.26,2.70E+00,60,1
80,0,21.73,35.43333333,2.38E+00,62.16666667,1.166666667
80,0,21.79,35.56,2.07E+00,64.33333333,1.333333333
80,0,21.7,35.62666667,1.75E+00,66.5,1.5
80,0,21.7,35.7,1.43E+00,68.66666667,1.666666667
80,10,21.7,35.59,1.12E+00,70.83333333,1.833333333
90,10,21.7,35.59,8.00E-01,73,2
130,10,21.6,35.73,5.33E-01,74.66666667,2
380,20,21.6,35.79,2.67E-01,76.33333333,2
800,10,21.5,36.76,0.00E+00,78,2
790,10,21.56666667,38.62666667,-2.67E-01,79.66666667,2
540,20,21.63333333,42.06666667,-5.33E-01,81.33333333,2
120,20,21.7,45.06666667,-8.00E-01,83,2
110,20,21.79,45.52666667,-8.33E-01,82.33333333,2
160,30,21.85666667,43.52666667,-8.67E-01,81.66666667,2
140,20,21.92666667,41.86,-9.00E-01,81,2
550,20,22.025,41.075,-9.33E-01,80.33333333,2
530,10,22.1,40.76666667,-9.67E-01,79.66666667,2
100,0,22.23,46.26,-1.00E+00,79,2
100,10,22.29,47.73333333,-1.03E+00,78,2
90,10,22.35666667,45.63,-1.07E+00,77,2
90,10,22.29,44.63,-1.10E+00,76,2
100,10,22.29,43.26333333,-1.13E+00,75,2
130,10,22.29,42.45666667,-1.17E+00,74,2
110,10,22.39,41.62333333,-1.20E+00,73,2
120,20,22.39,42.09666667,-1.25E+00,74.16666667,2.166666667
100,30,22.5,43.29333333,-1.30E+00,75.33333333,2.333333333
110,20,22.42666667,41.83333333,-1.35E+00,76.5,2.5
100,20,22.42666667,40.39333333,-1.40E+00,77.66666667,2.666666667
120,20,22.42666667,39.6,-1.45E+00,78.83333333,2.833333333
250,30,22.5,39.29,-1.50E+00,80,3
110,10,22.5,39.23,-1.57E+00,80.33333333,2.833333333
110,0,22.5,39.02666667,-1.63E+00,80.66666667,2.666666667
150,10,22.5,38.82666667,-1.70E+00,81,2.5
110,20,22.5,38.73,-1.77E+00,81.33333333,2.333333333
50,10,22.5,38.73,-1.83E+00,81.66666667,2.166666667
40,10,22.445,38.4,-1.90E+00,82,2
50,10,22.39,38.73,-1.97E+00,82.16666667,2
50,10,22.32333333,38.86333333,-2.03E+00,82.33333333,2
70,10,22.29,39.15666667,-2.10E+00,82.5,2
60,20,22.29,39.29,-2.17E+00,82.66666667,2
60,10,22.2,39.56666667,-2.23E+00,82.83333333,2
70,10,22.2,39.7,-2.30E+00,83,2
50,10,22.1,39.82666667,-2.38E+00,83.5,2
70,10,22.1,39.9,-2.47E+00,84,2
60,10,22,39.9,-2.55E+00,84.5,2
70,20,21.92666667,39.9,-2.63E+00,85,2
60,10,21.89,39.9,-2.72E+00,85.5,2
60,10,21.82333333,39.9,-2.80E+00,86,2
50,10,21.79,39.93333333,-2.88E+00,86,2
40,10,21.73,40,-2.97E+00,86,2
30,20,21.66666667,40,-3.05E+00,86,2
40,0,21.6,40.19333333,-3.13E+00,86,2
50,0,21.56666667,40.5,-3.22E+00,86,2
50,0,21.5,40.69333333,-3.30E+00,86,2
40,0,21.46333333,40.9,-3.42E+00,86.5,2
50,10,21.39,40.9,-3.53E+00,87,2
40,0,21.32333333,40.82666667,-3.65E+00,87.5,2
40,0,21.26,40.76,-3.77E+00,88,2
40,0,21.2,40.7,-3.88E+00,88.5,2
60,0,21.16666667,40.7,-4.00E+00,89,2
50,0,21.1,40.7,-4.00E+00,88.66666667,2
50,0,21,40.59,-4.00E+00,88.33333333,2
40,0,21,40.59,-4.00E+00,88,2
40,0,20.96333333,40.66333333,-4.00E+00,87.66666667,2
20,0,20.89,40.66333333,-4.00E+00,87.33333333,2
30,0,20.89,40.59,-4.00E+00,87,2
20,0,20.89,40.59,-4.00E+00,86.83333333,2.166666667
50,0,20.79,40.59,-4.00E+00,86.66666667,2.333333333
60,0,20.79,40.59,-4.00E+00,86.5,2.5
40,0,20.76,40.53,-4.00E+00,86.33333333,2.666666667
50,0,20.7,40.59,-4.00E+00,86.16666667,2.833333333
40,0,20.7,40.59,-4.00E+00,86,3
40,0,20.63333333,40.53,-4.00E+00,85.66666667,3
50,0,20.6,40.53,-4.00E+00,85.33333333,3
50,0,20.575,40.59,-4.00E+00,85,3
40,0,20.5,40.59,-4.00E+00,84.66666667,3
50,0,20.5,40.62666667,-4.00E+00,84.33333333,3
40,0,20.42666667,40.56666667,-4.00E+00,84,3
50,0,20.39,40.59,-4.08E+00,84.5,3
30,0,20.39,40.66333333,-4.17E+00,85,3
20,0,20.29,40.7,-4.25E+00,85.5,3
30,0,20.29,40.7,-4.33E+00,86,3
30,0,20.29,40.7,-4.42E+00,86.5,3
50,0,20.23,40.7,-4.50E+00,87,3
80,0,20.2,40.76666667,-4.55E+00,87.16666667,2.833333333
40,0,20.2,41.02666667,-4.60E+00,87.33333333,2.666666667
50,10,20.2,41.26666667,-4.65E+00,87.5,2.5
40,0,20.2,41.4,-4.70E+00,87.66666667,2.333333333
70,10,20.13333333,41.4,-4.75E+00,87.83333333,2.166666667
100,0,20.13333333,41.4,-4.80E+00,88,2
60,20,20.1,41.36,-4.75E+00,87.83333333,2
50,0,20.1,41.56,-4.70E+00,87.66666667,2
40,0,20.1,41.59,-4.65E+00,87.5,2
40,0,20.03333333,41.46333333,-4.60E+00,87.33333333,2
40,0,20.05,41.45,-4.55E+00,87.16666667,2
20,0,20,41.4,-4.50E+00,87,2
20,0,20,41.4,-4.43E+00,86.83333333,2
30,0,20,41.4,-4.37E+00,86.66666667,2
50,0,19.92666667,41.4,-4.30E+00,86.5,2
50,0,19.89,41.4,-4.23E+00,86.33333333,2
40,0,19.89,41.4,-4.17E+00,86.16666667,2
40,0,19.85666667,41.36333333,-4.10E+00,86,2
40,0,19.79,41.23,-4.00E+00,86.16666667,1.833333333
40,0,19.79,41.2,-3.90E+00,86.33333333,1.666666667
50,0,19.79,41.2,-3.80E+00,86.5,1.5
50,0,19.76,41.2,-3.70E+00,86.66666667,1.333333333
50,0,19.7,41.2,-3.60E+00,86.83333333,1.166666667
40,0,19.7,41.16333333,-3.50E+00,87,1
40,0,19.7,41.16333333,-3.28E+00,85.83333333,1.333333333
20,0,19.7,41.2,-3.07E+00,84.66666667,1.666666667
20,0,19.7,41.2,-2.85E+00,83.5,2
30,0,19.6,41.09,-2.63E+00,82.33333333,2.333333333
40,0,19.6,41.03,-2.42E+00,81.16666667,2.666666667
50,0,19.6,41.045,-2.20E+00,80,3
50,0,19.6,41.12666667,-2.07E+00,79,3
40,0,19.6,41.2,-1.93E+00,78,3
40,0,19.6,41.2,-1.80E+00,77,3
50,0,19.6,41.2,-1.67E+00,76,3
40,0,19.6,41.23,-1.53E+00,75,3
40,0,19.53333333,41.29,-1.40E+00,74,3
50,0,19.5,41.29,-1.35E+00,73.66666667,3
40,0,19.5,41.29,-1.30E+00,73.33333333,3
50,0,19.5,41.29,-1.25E+00,73,3
40,0,19.5,41.29,-1.20E+00,72.66666667,3
20,0,19.5,41.29,-1.15E+00,72.33333333,3
20,0,19.5,41.29,-1.10E+00,72,3
30,0,19.5,41.4,-1.02E+00,71.66666667,3
40,0,19.5,41.4,-9.33E-01,71.33333333,3
50,0,19.39,41.29,-8.50E-01,71,3
50,0,19.39,41.29,-7.67E-01,70.66666667,3
50,0,19.46333333,41.36333333,-6.83E-01,70.33333333,3
40,0,19.39,41.29,-6.00E-01,70,3
40,0,19.39,41.29,-5.67E-01,69.5,3
40,0,19.39,41.345,-5.33E-01,69,3
40,0,19.39,41.36333333,-5.00E-01,68.5,3
40,0,19.39,41.36333333,-4.67E-01,68,3
50,0,19.39,41.36333333,-4.33E-01,67.5,3
50,0,19.29,41.4,-4.00E-01,67,3
30,0,19.35666667,41.4,-4.17E-01,67.5,2.833333333
20,0,19.29,41.4,-4.33E-01,68,2.666666667
30,0,19.29,41.4,-4.50E-01,68.5,2.5
30,0,19.32333333,41.4,-4.67E-01,69,2.333333333
40,0,19.32333333,41.4,-4.83E-01,69.5,2.166666667
50,0,19.29,41.4,-5.00E-01,70,2
50,0,19.29,41.4,-6.17E-01,72,2
50,0,19.29,41.29,-7.33E-01,74,2
40,0,19.29,41.29,-8.50E-01,76,2
40,0,19.29,41.29,-9.67E-01,78,2
50,0,19.29,41.29,-1.08E+00,80,2
